antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
casual,"cotton, all-season, regular",0.652791675005003,0.06123674204522714,0.05823494096457875,0.08920907418761496,1.456790012142196,1.0,0.01826010555302563,1.0307121331028168,0.9030868415579786,0.08880073237717424,0.029797003563315275,0.5200947331722389
"cotton, all-season, regular",casual,0.06123674204522714,0.652791675005003,0.05823494096457875,0.9509803921568627,1.456790012142196,1.0,0.01826010555302563,7.083049829897932,0.33401314647262687,0.08880073237717424,0.8588178787365088,0.5200947331722389
casual,"cotton, regular",0.652791675005003,0.08445067040224134,0.08004802881729037,0.1226241569589209,1.4520211192505397,1.0,0.02491933423011581,1.043508704803595,0.896593659942363,0.12180267965895249,0.04169462564453065,0.5352457277685599
"cotton, regular",casual,0.08445067040224134,0.652791675005003,0.08004802881729037,0.947867298578199,1.4520211192505397,1.0,0.02491933423011581,6.660086961267657,0.3400196721311475,0.12180267965895249,0.8498518103719079,0.5352457277685599
casual,"cotton, button",0.652791675005003,0.07064238543125875,0.06603962377426456,0.10116492949110975,1.432071254014378,1.0,0.019924862662244136,1.033957891788279,0.868961662736879,0.1004566210045662,0.032842625466639845,0.5180045610628353
"cotton, button",casual,0.07064238543125875,0.652791675005003,0.06603962377426456,0.934844192634561,1.432071254014378,1.0,0.019924862662244136,5.328892987966698,0.3246443765823611,0.1004566210045662,0.8123437640316433,0.5180045610628353
"pull-on, casual",regular,0.18951370822493496,0.29057434460676407,0.07824694816890133,0.41288278775079196,1.4209196214812034,1.0,0.023179126607443347,1.2083203159305653,0.3654971424962899,0.19472111553784857,0.17240487740217417,0.3410832671536329
regular,"pull-on, casual",0.29057434460676407,0.18951370822493496,0.07824694816890133,0.2692837465564738,1.4209196214812034,1.0,0.023179126607443347,1.1091669139089486,0.4175637312016852,0.19472111553784857,0.09842243988708632,0.3410832671536329
"all-season, casual",organic cotton,0.495097058234941,0.06603962377426456,0.04622773664198519,0.09337105901374293,1.4138641875505256,1.0,0.013531713184404541,1.0301462196979356,0.5797519959232208,0.08977846871356394,0.029264020118207286,0.3966855295068714
organic cotton,"all-season, casual",0.06603962377426456,0.495097058234941,0.04622773664198519,0.7,1.4138641875505253,1.0,0.013531713184404541,1.6830098058835299,0.3134163886253023,0.08977846871356394,0.40582639714625435,0.3966855295068714
"all-season, regular, casual",pull-on,0.1713027816690014,0.2579547728637182,0.06223734240544326,0.36331775700934577,1.408455261268969,1.0,0.018048972269092897,1.1654875494103802,0.34994964479586543,0.16957470010905124,0.14198997620703907,0.30229503056053014
pull-on,"all-season, regular, casual",0.2579547728637182,0.1713027816690014,0.06223734240544326,0.24127230411171452,1.408455261268969,1.0,0.018048972269092897,1.09221954440558,0.39081485412612693,0.16957470010905124,0.08443315712297451,0.30229503056053014
"pull-on, regular","all-season, casual",0.08925355213127877,0.495097058234941,0.06223734240544326,0.6973094170403588,1.4084297319929961,1.0,0.0180481713082282,1.6680497187201209,0.318408519098661,0.11920275967803755,0.400497485909898,0.4115083867740193
"all-season, casual","pull-on, regular",0.495097058234941,0.08925355213127877,0.06223734240544326,0.12570735650767986,1.4084297319929961,1.0,0.0180481713082282,1.041695197423586,0.5743468768997251,0.11920275967803755,0.04002629322541777,0.4115083867740193
organic cotton,casual,0.06603962377426456,0.652791675005003,0.06063638182909746,0.9181818181818182,1.4065464578340114,1.0,0.017526265208795078,4.243657305494409,0.30947648010997797,0.09212526603830952,0.7643542048729369,0.5055348085391004
casual,organic cotton,0.652791675005003,0.06603962377426456,0.06063638182909746,0.09288779889638259,1.4065464578340114,1.0,0.017526265208795078,1.0295974137371913,0.8324649756041886,0.09212526603830952,0.02874658904761598,0.5055348085391004
"cotton, button, all-season",casual,0.047828697218330996,0.652791675005003,0.04382629577746648,0.9163179916317993,1.4036912949675355,1.0,0.012604120407005062,4.149139483690219,0.3020387676799085,0.06672760511882998,0.7589861695585597,0.49172735878340423
casual,"cotton, button, all-season",0.652791675005003,0.047828697218330996,0.04382629577746648,0.0671367259350092,1.4036912949675355,1.0,0.012604120407005062,1.0206975976581676,0.8282999749976973,0.06672760511882998,0.02027789396747394,0.49172735878340423
casual,cotton,0.652791675005003,0.1350810486291775,0.12307384430658395,0.1885346413243409,1.3957149669596023,1.0,0.03489406031051091,1.0658729200497254,0.8165741196316865,0.18512944009632754,0.06180185161909567,0.5498228762177261
cotton,casual,0.1350810486291775,0.652791675005003,0.12307384430658395,0.9111111111111112,1.3957149669596023,1.0,0.03489406031051091,3.90609365619372,0.3278010406203091,0.18512944009632754,0.7439897534422033,0.5498228762177261
"all-season, casual","cotton, regular",0.495097058234941,0.08445067040224134,0.05823494096457875,0.11762328213419564,1.3928045991103688,1.0,0.01642366248246046,1.0375946135707077,0.5585711114107599,0.11170825335892515,0.036232467939797945,0.40359837092491774
"cotton, regular","all-season, casual",0.08445067040224134,0.495097058234941,0.05823494096457875,0.6895734597156399,1.3928045991103688,1.0,0.01642366248246046,1.626481232250801,0.3080382325878354,0.11170825335892515,0.38517581379272786,0.40359837092491774
"cotton, all-season",casual,0.10106063638182909,0.652791675005003,0.09165499299579748,0.906930693069307,1.3893110586349868,1.0,0.025683450895031712,3.7306426409036924,0.3117215661418455,0.13841039588999698,0.7319496675892374,0.5236676763936357
casual,"cotton, all-season",0.652791675005003,0.10106063638182909,0.09165499299579748,0.14040465971796443,1.3893110586349866,1.0,0.025683450895031712,1.0457704008995983,0.8070624064029799,0.13841039588999698,0.04376716042089676,0.5236676763936357
"all-season, organic cotton",casual,0.05123073844306584,0.652791675005003,0.04622773664198519,0.90234375,1.3822844018240343,1.0,0.012784737081993042,3.5554132479487692,0.29149329191514384,0.07027684818983876,0.7187387427953891,0.4865796003218884
casual,"all-season, organic cotton",0.652791675005003,0.05123073844306584,0.04622773664198519,0.07081545064377683,1.3822844018240343,1.0,0.012784737081993042,1.021077311513929,0.7965243210199983,0.07027684818983876,0.0206422288266089,0.4865796003218884
cotton,"all-season, casual",0.1350810486291775,0.495097058234941,0.09165499299579748,0.6785185185185185,1.3704757627473876,1.0,0.024776763196200688,1.570550625306059,0.31254534028197356,0.17019695280564845,0.36328063299129487,0.43182191083565374
"all-season, casual",cotton,0.495097058234941,0.1350810486291775,0.09165499299579748,0.185125303152789,1.3704757627473876,1.0,0.024776763196200688,1.061413435362805,0.5354026796269085,0.17019695280564845,0.057860050868691955,0.43182191083565374
casual,"button, fall",0.652791675005003,0.058635181108665196,0.05163097858715229,0.07909258123850399,1.3488929298594008,1.0,0.013354420497005033,1.0222143938826678,0.7449456023948353,0.07825295723384895,0.021731638700851284,0.4798193281619142
"button, fall",casual,0.058635181108665196,0.652791675005003,0.05163097858715229,0.8805460750853243,1.3488929298594008,1.0,0.013354420497005033,2.9066296921009775,0.27476203659758486,0.07825295723384895,0.6559589263408447,0.4798193281619142
"pull-on, all-season, regular",casual,0.07084250550330198,0.652791675005003,0.06223734240544326,0.8785310734463276,1.3458061845528202,1.0,0.015991944576391616,2.8584127220518347,0.2765418743979284,0.0940998487140696,0.6501554893436883,0.4869356777409443
casual,"pull-on, all-season, regular",0.652791675005003,0.07084250550330198,0.06223734240544326,0.095340282035561,1.34580618455282,1.0,0.015991944576391616,1.027079548305059,0.7400483705069634,0.0940998487140696,0.026365580299741176,0.4869356777409443
"fall, regular",casual,0.05903542125275165,0.652791675005003,0.05183109865919552,0.8779661016949153,1.3449407143376737,1.0,0.013293267134985812,2.845179329820115,0.27256371641739563,0.07853244390539721,0.6485283055731941,0.4786826216629083
casual,"fall, regular",0.652791675005003,0.05903542125275165,0.05183109865919552,0.07939914163090128,1.3449407143376735,1.0,0.013293267134985812,1.0221200319259154,0.738671236077576,0.07853244390539721,0.02164132512326961,0.4786826216629083
"pull-on, regular",casual,0.08925355213127877,0.652791675005003,0.07824694816890133,0.8766816143497758,1.3429730309337307,1.0,0.01998297237297751,2.8155438717776113,0.2804110953945648,0.11787760024118178,0.6448288339514867,0.49827336388856047
casual,"pull-on, regular",0.652791675005003,0.08925355213127877,0.07824694816890133,0.11986511342734517,1.3429730309337304,1.0,0.01998297237297751,1.0347805339421,0.7355336571415935,0.11787760024118178,0.03361150775575562,0.49827336388856047
spring,casual,0.05223133880328197,0.652791675005003,0.045627376425855515,0.8735632183908046,1.3381960154196355,1.0,0.011531193280707265,2.7461022067786134,0.2666529605263157,0.06919575113808801,0.6358474941203751,0.4717294939286948
casual,spring,0.652791675005003,0.05223133880328197,0.045627376425855515,0.06989576946658492,1.3381960154196353,1.0,0.011531193280707265,1.0189918829346387,0.7278780524799028,0.06919575113808801,0.01863791385652974,0.4717294939286948
pull-on,"all-season, regular",0.2579547728637182,0.20852511506904142,0.07084250550330198,0.27463149728471686,1.317018802237745,1.0,0.0170524568092867,1.0911348948406476,0.3243864236130158,0.17905918057663125,0.08352303209398994,0.3071813916366003
"all-season, regular",pull-on,0.20852511506904142,0.2579547728637182,0.07084250550330198,0.3397312859884837,1.317018802237745,1.0,0.0170524568092867,1.12385338179652,0.3041276507603193,0.17905918057663125,0.11020421685125485,0.3071813916366003
casual,summer,0.652791675005003,0.07084250550330198,0.06063638182909746,0.09288779889638259,1.3111873759469599,1.0,0.014390984000045813,1.02430271951613,0.683544953919023,0.09145789314820406,0.023726110507263358,0.47441000114310655
summer,casual,0.07084250550330198,0.652791675005003,0.06063638182909746,0.8559322033898306,1.3111873759469599,1.0,0.014390984000045813,2.410034255847627,0.2554276319296801,0.09145789314820406,0.5850681385239097,0.47441000114310655
"button, regular",casual,0.13327996798078848,0.652791675005003,0.11386832099259556,0.8543543543543544,1.308770296967722,1.0,0.026864267449803483,2.3839252004811136,0.2722032155478609,0.16939565346829413,0.5805237514171232,0.5143936088142097
casual,"button, regular",0.652791675005003,0.13327996798078848,0.11386832099259556,0.174432863274065,1.3087702969677217,1.0,0.026864267449803483,1.0498480298725095,0.6794882573704817,0.16939565346829413,0.047481186280420855,0.5143936088142097
"pull-on, all-season","regular, casual",0.19731839103462076,0.24134480688413049,0.06223734240544326,0.3154158215010142,1.3069095025212007,1.0,0.014615573426505372,1.108198548758885,0.29256441890909324,0.16533758639021795,0.09763462412043472,0.2866465508831771
"regular, casual","pull-on, all-season",0.24134480688413049,0.19731839103462076,0.06223734240544326,0.25787728026533996,1.3069095025212007,1.0,0.014615573426505372,1.0816022574438517,0.30954257036253574,0.16533758639021795,0.07544571665068657,0.2866465508831771
"button, all-season, regular",casual,0.08665199119471682,0.652791675005003,0.07244346607964779,0.836027713625866,1.2806960407689922,1.0,0.015877767605129822,2.1174817566596293,0.2399683325182428,0.10861086108610861,0.527740913538013,0.47350128783684475
casual,"button, all-season, regular",0.652791675005003,0.08665199119471682,0.07244346607964779,0.11097486204782342,1.2806960407689922,1.0,0.015877767605129822,1.027359036111322,0.6312481092871816,0.10861086108610861,0.026630452597058207,0.47350128783684475
regular,casual,0.29057434460676407,0.652791675005003,0.24134480688413049,0.8305785123966942,1.2723485059614594,1.0,0.051660293754799996,2.0493759670436407,0.301725505055821,0.3437856328392247,0.5120465858480006,0.6001451728139204
casual,regular,0.652791675005003,0.29057434460676407,0.24134480688413049,0.36971183323114654,1.2723485059614594,1.0,0.051660293754799996,1.125557630298023,0.6164938993791846,0.3437856328392247,0.11155148960678117,0.6001451728139204
"all-season, regular",casual,0.20852511506904142,0.652791675005003,0.1713027816690014,0.8214971209213052,1.2584368832752184,1.0,0.03517932252247086,1.9451133045418654,0.2594692628519442,0.2482598607888631,0.48589113155260066,0.541956408406698
casual,"all-season, regular",0.652791675005003,0.20852511506904142,0.1713027816690014,0.26241569589209074,1.2584368832752182,1.0,0.03517932252247086,1.0730636220468772,0.5914702792965068,0.2482598607888631,0.06808880717390074,0.541956408406698
pull-on,"regular, casual",0.2579547728637182,0.24134480688413049,0.07824694816890133,0.30333591931730025,1.256857038829643,1.0,0.01599090332726752,1.088982788336699,0.27540715174489655,0.18583650190114068,0.0817118408938405,0.3137740956453831
"regular, casual",pull-on,0.24134480688413049,0.2579547728637182,0.07824694816890133,0.32421227197346597,1.2568570388296427,1.0,0.01599090332726752,1.0980448391734428,0.2693773987523283,0.18583650190114068,0.08929037838495403,0.3137740956453831
"cotton, button","all-season, casual",0.07064238543125875,0.495097058234941,0.04382629577746648,0.6203966005665723,1.2530807651702351,1.0,0.00885145856375142,1.33008013763482,0.21731875764476383,0.0839723926380368,0.24816560167703597,0.35445860747811236
"all-season, casual","cotton, button",0.495097058234941,0.07064238543125875,0.04382629577746648,0.08852061438965238,1.253080765170235,1.0,0.00885145856375142,1.0196145181565703,0.4000112209680077,0.0839723926380368,0.019237189945110453,0.35445860747811236
pull-on,"rubber, casual",0.2579547728637182,0.1634980988593156,0.052431458875325195,0.20325833979829327,1.2431847294639797,1.0,0.010256343920420692,1.0499035545962436,0.26361508436473224,0.1420824295010846,0.04753156075886877,0.2619718871574086
"rubber, casual",pull-on,0.1634980988593156,0.2579547728637182,0.052431458875325195,0.32068543451652387,1.2431847294639797,1.0,0.010256343920420692,1.0923440550816979,0.2338480222068008,0.1420824295010846,0.08453751787461432,0.2619718871574086
"pull-on, all-season","rubber, casual",0.19731839103462076,0.1634980988593156,0.040024014408645184,0.2028397565922921,1.2406245577621584,1.0,0.007762832604505665,1.0493522576650318,0.24163300922463213,0.12476606363069245,0.04703116356260371,0.22381889910397956
"rubber, casual","pull-on, all-season",0.1634980988593156,0.19731839103462076,0.040024014408645184,0.24479804161566704,1.2406245577621584,1.0,0.007762832604505665,1.0628701369930547,0.23186363636363624,0.12476606363069245,0.05915128744789037,0.22381889910397956
casual,button,0.652791675005003,0.20812487492495496,0.16850110066039622,0.2581238503985285,1.2402354619629297,1.0,0.032638914947928116,1.0673953132209906,0.5578826315825499,0.24335260115606933,0.06313997483989053,0.5338696175069566
button,casual,0.20812487492495496,0.652791675005003,0.16850110066039622,0.8096153846153846,1.2402354619629297,1.0,0.032638914947928116,1.8237204949232166,0.24461116143435027,0.24335260115606933,0.4516703613389492,0.5338696175069566
regular,"pull-on, all-season",0.29057434460676407,0.19731839103462076,0.07084250550330198,0.24380165289256198,1.2355749082192011,1.0,0.013506843349555868,1.0614696686864578,0.2687528388037581,0.16986564299424184,0.057909962479215225,0.3014140110304595
"pull-on, all-season",regular,0.19731839103462076,0.29057434460676407,0.07084250550330198,0.359026369168357,1.2355749082192011,1.0,0.013506843349555868,1.1067938231293206,0.23752899864356083,0.16986564299424184,0.09648935591940196,0.3014140110304595
pull-on,"rubber, all-season, casual",0.2579547728637182,0.12787672603562136,0.040024014408645184,0.15515903801396433,1.2133485335771201,1.0,0.007037602589570556,1.0322928375942002,0.23695927723840357,0.11574074074074074,0.03128263261949973,0.23407404169868795
"rubber, all-season, casual",pull-on,0.12787672603562136,0.2579547728637182,0.040024014408645184,0.3129890453834116,1.2133485335771201,1.0,0.007037602589570556,1.0801068340320823,0.20161656723267568,0.11574074074074074,0.07416565797759112,0.23407404169868795
"button, all-season",casual,0.13988393035821492,0.652791675005003,0.10926555933560136,0.7811158798283263,1.1965775755677948,1.0,0.01795049413077905,1.5862654847810655,0.19100118122919427,0.15988286969253296,0.3695885023067127,0.47424892703862664
casual,"button, all-season",0.652791675005003,0.13988393035821492,0.10926555933560136,0.16738197424892703,1.1965775755677945,1.0,0.01795049413077905,1.033026001167711,0.4731545111948571,0.15988286969253296,0.031970154798019644,0.47424892703862664
pull-on,regular,0.2579547728637182,0.29057434460676407,0.08925355213127877,0.34600465477114045,1.1907611982723063,1.0,0.014298513068217153,1.084756429183726,0.2158912253713942,0.19433551198257082,0.07813406484947498,0.3265835946032011
regular,pull-on,0.29057434460676407,0.2579547728637182,0.08925355213127877,0.3071625344352617,1.1907611982723063,1.0,0.014298513068217153,1.0710235286301006,0.22581795872415514,0.19433551198257082,0.06631369594741177,0.3265835946032011
"all-season, casual",regular,0.495097058234941,0.29057434460676407,0.1713027816690014,0.34599838318512527,1.190739614859553,1.0,0.027440278455646505,1.0847460268497313,0.3172606413518987,0.27882736156351784,0.07812522447844032,0.46776503181294826
regular,"all-season, casual",0.29057434460676407,0.495097058234941,0.1713027816690014,0.5895316804407713,1.190739614859553,1.0,0.027440278455646505,1.2300655561121907,0.2257965015883894,0.27882736156351784,0.18703519903390176,0.46776503181294826
fall,casual,0.13087852711626977,0.652791675005003,0.09865919551731038,0.7538226299694188,1.154767529723233,1.0,0.013222782578892936,1.4103990344517263,0.1542072552460208,0.14402570844288634,0.29098079651711006,0.45247845171064444
casual,fall,0.652791675005003,0.13087852711626977,0.09865919551731038,0.15113427345187,1.154767529723233,1.0,0.013222782578892936,1.0238621323751276,0.38600697955819496,0.14402570844288634,0.023306001482614407,0.45247845171064444
rubber,pull-on,0.2947768661196718,0.2579547728637182,0.08745247148288973,0.296673455532926,1.1500987255997142,1.0,0.011413371937511116,1.0550507910924163,0.185061182294927,0.1879569892473118,0.05217833260464708,0.31784797679671906
pull-on,rubber,0.2579547728637182,0.2947768661196718,0.08745247148288973,0.33902249806051205,1.150098725599714,1.0,0.011413371937511116,1.0669396943330318,0.17587799525548073,0.1879569892473118,0.06273990431565797,0.31784797679671906
rubber,"pull-on, all-season",0.2947768661196718,0.19731839103462076,0.06663998399039424,0.22606924643584522,1.1457079355374429,1.0,0.008475087053432785,1.0371491315842136,0.18033612500127832,0.15663217309501412,0.035818505220622944,0.2818987205810058
"pull-on, all-season",rubber,0.19731839103462076,0.2947768661196718,0.06663998399039424,0.3377281947261664,1.1457079355374429,1.0,0.008475087053432785,1.0648545329341557,0.1584404149849177,0.15663217309501412,0.060904593940594054,0.2818987205810058
"leather, formal",all-season,0.05763458074844907,0.7840704422653593,0.05143085851510906,0.892361111111111,1.1381134436503884,1.0,0.006241287297894041,2.0060552460508547,0.12877485203017972,0.06507976702962774,0.5015092420965911,0.4789779011400374
all-season,"leather, formal",0.7840704422653593,0.05763458074844907,0.05143085851510906,0.06559469116896374,1.1381134436503881,1.0,0.006241287297894041,1.008518905388576,0.5620025748008494,0.06507976702962774,0.008446946649248633,0.4789779011400374
"all-season, casual",pull-on,0.495097058234941,0.2579547728637182,0.14528717230338203,0.29345189975747776,1.1376098860264674,1.0,0.017574523100892775,1.0502402127775523,0.23957879519440461,0.23905169575238727,0.0478368778554791,0.42833960387408415
pull-on,"all-season, casual",0.2579547728637182,0.495097058234941,0.14528717230338203,0.5632273079906905,1.1376098860264674,1.0,0.017574523100892775,1.1559855984638743,0.16301437440007624,0.23905169575238727,0.13493731986899743,0.42833960387408415
all-season,"leather, casual",0.7840704422653593,0.054832899739843906,0.048629177506503904,0.062021439509954056,1.1310990263913885,1.0,0.00563632155679239,1.007663863624297,0.5367681552420509,0.06153456571283868,0.007605575530645866,0.47444137668928366
"leather, casual",all-season,0.054832899739843906,0.7840704422653593,0.048629177506503904,0.8868613138686132,1.1310990263913885,1.0,0.00563632155679239,1.9085386715900516,0.1226281684323889,0.06153456571283868,0.4760389114007971,0.47444137668928366
casual,"pull-on, all-season",0.652791675005003,0.19731839103462076,0.14528717230338203,0.22256284488044145,1.1279376631516898,1.0,0.01647936931059979,1.0324713755698214,0.3266804804661765,0.20613287904599661,0.03145014606521217,0.4794355806552309
"pull-on, all-season",casual,0.19731839103462076,0.652791675005003,0.14528717230338203,0.7363083164300204,1.1279376631516898,1.0,0.01647936931059979,1.3167208017117966,0.14130905849135283,0.20613287904599661,0.24053755458260043,0.4794355806552309
casual,pull-on,0.652791675005003,0.2579547728637182,0.18951370822493496,0.29031269160024525,1.1254402792291898,1.0,0.021122979971693268,1.045594613787711,0.32101433618677555,0.2627635960044395,0.04360639695966172,0.5124953682981832
pull-on,casual,0.2579547728637182,0.652791675005003,0.18951370822493496,0.7346780449961211,1.1254402792291898,1.0,0.021122979971693268,1.308630207364185,0.15020492807013364,0.2627635960044395,0.23584218492542774,0.5124953682981832
all-season,leather,0.7840704422653593,0.13928357014208526,0.12247348409045428,0.1562021439509954,1.1214685536251783,1.0,0.0132653536488513,1.0200505058025742,0.5016082429264568,0.15292353823088456,0.01965638533436969,0.5177562443892908
leather,all-season,0.13928357014208526,0.7840704422653593,0.12247348409045428,0.8793103448275862,1.121468553625178,1.0,0.0132653536488513,1.78913062122988,0.12583940807199412,0.15292353823088456,0.44106931705602226,0.5177562443892908
all-season,"rubber, leather",0.7840704422653593,0.08525115069041425,0.0748449069441665,0.09545686574783052,1.119713516765045,1.0,0.008001999518702604,1.011282729005349,0.495135622704722,0.0942065491183879,0.01115684929816432,0.48669556902414995
"rubber, leather",all-season,0.08525115069041425,0.7840704422653593,0.0748449069441665,0.8779342723004694,1.1197135167650447,1.0,0.008001999518702604,1.768961376826094,0.11687843730002077,0.0942065491183879,0.4346965326093099,0.48669556902414995
all-season,unknown,0.7840704422653593,0.053832299379627774,0.04722833700220132,0.0602348136804492,1.1189344385174895,1.0,0.005020022219455342,1.0068128872978324,0.49225585523318793,0.05973171349025563,0.006766785947801328,0.4687791168773993
unknown,all-season,0.053832299379627774,0.7840704422653593,0.04722833700220132,0.8773234200743494,1.1189344385174895,1.0,0.005020022219455342,1.7601530615338887,0.11234011586222706,0.05973171349025563,0.43186759046480416,0.4687791168773993
"rubber, all-season",formal,0.239143486091655,0.18391034620772465,0.04902941765059035,0.20502092050209203,1.1147873120228007,1.0,0.005048456330151899,1.0265548802965991,0.13533156555625922,0.13108614232209734,0.02586795972264684,0.23580752227498505
formal,"rubber, all-season",0.18391034620772465,0.239143486091655,0.04902941765059035,0.2665941240478781,1.1147873120228007,1.0,0.005048456330151899,1.0374289855812595,0.12617229334107344,0.13108614232209734,0.03607860017549887,0.23580752227498505
laces,all-season,0.09165499299579748,0.7840704422653593,0.07924754852911747,0.8646288209606987,1.1027438025371648,1.0,0.0073835776350741344,1.5950925393946043,0.10257231936015801,0.09949748743718594,0.3730771254315211,0.4828503982292008
all-season,laces,0.7840704422653593,0.09165499299579748,0.07924754852911747,0.1010719754977029,1.1027438025371648,1.0,0.0073835776350741344,1.0104757914373836,0.4314881905243349,0.09949748743718594,0.010367186949112449,0.4828503982292008
rubber,"formal, all-season",0.2947768661196718,0.15089053432059235,0.04902941765059035,0.16632722335369993,1.1023038927034994,1.0,0.004550378816443358,1.018516484483524,0.13160253885890338,0.1236125126135217,0.01817985743540857,0.24563045517817622
"formal, all-season",rubber,0.15089053432059235,0.2947768661196718,0.04902941765059035,0.3249336870026525,1.1023038927034994,1.0,0.004550378816443358,1.0446723829975784,0.10930175511166051,0.1236125126135217,0.04276209817033333,0.24563045517817622
all-season,"rubber, formal",0.7840704422653593,0.05683410046027616,0.04902941765059035,0.06253190403266973,1.1002532551100375,1.0,0.00446747936694776,1.006077863979482,0.42198180477010044,0.06191559262067222,0.006041146711489633,0.46260398018534893
"rubber, formal",all-season,0.05683410046027616,0.7840704422653593,0.04902941765059035,0.8626760563380281,1.1002532551100372,1.0,0.00446747936694776,1.5724101127343064,0.09660903190047493,0.06191559262067222,0.36403359918547396,0.46260398018534893
